ID,sector,diversity_2012,diversity_2013,diversity_2014,diversity_2015
3801,meat,0.6587123279050137,0.6323146866077339,0.6737794121731787,0.6737731682747803
3899,animal,0.5332209734983558,0.525086845372053,0.5036884869615001,0.5202270889299637
3899,crop,0.5394972405901944,0.5381329166317432,0.4931533475637794,0.53378385612208
3899,feed,0.5022977470699105,0.5118078399364965,0.4974060693501152,0.52219245297044
3899,meat,0.5609533383380205,0.5525764087265539,0.5793919955028738,0.5501690836643257
3903,animal,0.4830888696267273,0.4856393533168109,0.4891365817264071,0.4905456924061698
3903,crop,0.4975244709909463,0.5008721921834959,0.4960029955174661,0.5083450894460825
3903,feed,0.5428888058186045,0.5441340641809179,0.5511724848603838,0.5558616455914767
3903,meat,0.7354272820010165,0.7313551829532655,0.7296912515635666,0.7350158305193351
3904,animal,0.6048948679840159,0.6053278547194196,0.5969448229960453,0.5982155860225271
3904,crop,0.3767995765149925,0.3770280341586173,0.3772095022352773,0.37689383643537616
3904,feed,0.4348893611884551,0.4487096439656012,0.4560658796995646,0.4495504807249465
3904,meat,0.6549321118195471,0.6316369572308032,0.6429820127772725,0.6408176264900568
3905,animal,0.31988743887165744,0.3147161719040973,0.3136583361475928,0.3135051295296513
3905,crop,0.4601445018176488,0.4621459335087611,0.461213848626666,0.4597313356296924
3905,feed,0.5300526381185272,0.5254005196989444,0.5890733583575072,0.5383554738107422
3905,meat,0.8268826767936313,0.8079250090648985,0.8528380617116661,0.8345263786217324
3906,animal,0.4658543055460781,0.4712535459995829,0.4758296242012076,0.4765178171012611
3906,crop,0.4145791707693105,0.4181875000351533,0.4236312186700122,0.4226801753675999
3906,feed,0.3992417779621132,0.4217334740790844,0.4337428017172907,0.4333764564522843
3906,meat,0.7958798519928421,0.7792419722001233,0.7808426978717056,0.7827636677657198
3907,animal,0.5786828953331293,0.5836647766511616,0.5898822938661065,0.5902278831328722
3907,crop,0.5254424016711794,0.5285142497523988,0.5362969583684295,0.5357228729351682
3907,feed,0.5075137412447093,0.5287527576806554,0.5432910477841679,0.5415981290359093
3907,meat,0.7769803624463775,0.7537228340567268,0.7922937197707789,0.7839974976317574
3908,animal,0.4845652238243083,0.4898026363666808,0.493786698733474,0.4944733615278468
3908,crop,0.4248859186283321,0.4286492023012185,0.4350698908395672,0.43418501188275743
3908,feed,0.3988648608070269,0.42241238803924375,0.4313937335245018,0.4314199791464383
3908,meat,0.8480177181586567,0.8309216792415071,0.8256834469775004,0.8351359022627876
3909,animal,0.3649760157117443,0.3684849098810082,0.3748005009605094,0.3754207733826136
3909,crop,0.3170003975835225,0.3170192167955951,0.3199728822860962,0.31932691229915583
3909,feed,0.34218611412960803,0.3566942069694191,0.3604786056053434,0.36159474910643385
3909,meat,0.7271543062262207,0.7173686565950786,0.7125943010290169,0.7195346871710911
3911,animal,0.5597266132506448,0.5593516537778177,0.5716598055708463,0.5724834794179418
3911,crop,0.4777351548132861,0.483756098914605,0.4856255951656313,0.4853563714039229
3911,feed,0.4868135771364954,0.501765787525916,0.5048045693184341,0.5071432889477492
3911,meat,0.843792600383338,0.8202550175470457,0.8128556917953008,0.8315386468395931
3912,animal,0.3951671082105017,0.3984540050733164,0.4039224079996712,0.4043894948876646
3912,crop,0.5100168081135217,0.5088296881943116,0.5076787357845866,0.5062621912019081
3912,meat,0.7582638340908674,0.7443098980871855,0.7334400918611391,0.7439909631642284
3913,animal,0.7608332041738566,0.7603148895647734,0.7606920161144242,0.7617633072363528
3913,crop,0.7241371437272741,0.7157680861743184,0.7186012556623926,0.7190044670237895
3913,feed,0.6029289735182073,0.6093115418809398,0.6146338934822612,0.6127232006649916
3913,meat,0.8397950956410476,0.8307331019152332,0.8548355471557929,0.8492042536096083
3999,animal,0.5242529435162074,0.5285100526558257,0.5311159824849997,0.5312861202738484
3999,crop,0.4648736649275667,0.4683465318472963,0.472753944883767,0.4714793983927606
3999,feed,0.4417664264974637,0.4681467284916441,0.4841553167885943,0.4833207076647991
3999,meat,0.8164870073473894,0.8039142047536622,0.8304665854225649,0.8285311922872891
4001,animal,0.6635097169357409,0.641161357596196,0.6708333923602766,0.6729216083019879
4001,crop,0.5155051129504247,0.5250952986828,0.5533963663705167,0.5575906865301622
4001,feed,0.8363628849675491,0.7931470287156954,0.8707689687598085,0.8551945416113161
4001,meat,0.8787323742136761,0.8479039506467616,0.8993593557562134,0.8896294210550786
4004,crop,0.2810599377675729,0.28516239353054035,0.2886950873063365,0.29328868314455064
4004,feed,0.5460004168833149,0.5596154092327105,0.5659113269706634,0.5661895006457571
4004,meat,0.7291068848454642,0.7801785473705221,0.7390917822647676,0.7305354004028928
4005,animal,0.4629196139362306,0.4625871894236151,0.4680024960461175,0.4696069310405816
4005,crop,0.6147771027044715,0.6170051796653319,0.6192737671660933,0.6237960303993029
4005,feed,0.6893410316993017,0.6996134244322241,0.6985276664305887,0.7005170636414048
4005,meat,0.8234113744775658,0.8196639261386809,0.8575515582520676,0.8647813106266459
4006,animal,0.6193648909574629,0.6919050888541534,0.6195463819458175,0.6193684234665193
4006,crop,0.3360255028037773,0.3730494963709299,0.34200168924095514,0.3450879707998207
4006,feed,0.5936470513156267,0.5931192991923293,0.5822062453191325,0.5783222771206561
4006,meat,0.5988284102050584,0.68657698259269,0.602993454749305,0.5988705851676234
4099,animal,0.7028732114272911,0.7001686322243303,0.7120874146688945,0.7133116745620157
4099,crop,0.6806676005661804,0.6507277702519416,0.6825341051222296,0.6829268177235029
4099,feed,0.7447483971758918,0.7852124247288627,0.7556882803093053,0.7473436933359794
4099,meat,0.752927981797432,0.8162115811620686,0.7703496152304593,0.74915869185065
4101,animal,0.26759972950100364,0.26788785373547586,0.26266135170678284,0.2616958339270484
4101,crop,0.22433385927901028,0.2199244337530639,0.2193769765489743,0.21942452041677546
4101,feed,0.6477366610363932,0.6426681157022315,0.6385290209773827,0.6382331958689696
4101,meat,0.4151918110458986,0.4407515587382661,0.4445012456966755,0.4396651452645846
4103,animal,0.17703646652806193,0.1772746972089673,0.17091458958913947,0.16999778352074185
4103,crop,0.17610867208094869,0.17336459507766164,0.1828500320177305,0.1728142387587451
4103,feed,0.5312331891213393,0.5140059443342511,0.5207801590138662,0.5204073685039137
4103,meat,0.34861960382843354,0.3751503634502725,0.3760626337249231,0.3709499998284321
4104,animal,0.1390165351448824,0.13913862204787736,0.12197515767098872,0.13091444249192566
4104,crop,0.14821578119434642,0.14425602227905795,0.1303023313016434,0.1436822348382995
